"Planet","Grid","CurrentSector","WookieepediaTitle","WookieepediaSector","MatchType","SourceUrl"
"Jakku","I13","Jakku's sector","Jakku","Jakku's sector","Exact title","https://starwars.fandom.com/wiki/Jakku"
"Jalarren","L18","Senex","Jalarren","Senex sector","Exact title","https://starwars.fandom.com/wiki/Jalarren"
"Jaminere","S6","Allied Tion","Jaminere/Legends","Allied Tion sector","Exact title","https://starwars.fandom.com/wiki/Jaminere%2FLegends"
"Jamiron","F8","Chiss Ascendancy","Jamiron","Chiss Space","Exact title","https://starwars.fandom.com/wiki/Jamiron"
"JanFathal","K6","Fath","JanFathal","Fath sector","Exact title","https://starwars.fandom.com/wiki/JanFathal"
"Janodral Mizar","S5","Indrexu","Janodral Mizar","Indrexu sector","Exact title","https://starwars.fandom.com/wiki/Janodral_Mizar"
"Jarnollen","L7","Bright Jewel","Jarnollen","Bright Jewel sector","Exact title","https://starwars.fandom.com/wiki/Jarnollen"
"Javin","K18","Javin","Javin","Javin sector","Exact title","https://starwars.fandom.com/wiki/Javin"
"Jazbina","M8","Lostar","Jazbina/Legends","Lostar sector","Exact title","https://starwars.fandom.com/wiki/Jazbina%2FLegends"
"Jedha","H10","Freestanding Subsectors","Jedha","Terrabe sector, Freestanding subsectors","Exact title","https://starwars.fandom.com/wiki/Jedha"
"Jelucan","Q4","Kwymar","Jelucan","Kwymar sector","Exact title","https://starwars.fandom.com/wiki/Jelucan"
"Jendorn","O8","Farstey","Jendorn","Farstey sector","Exact title","https://starwars.fandom.com/wiki/Jendorn"
"Jerne","N4","Kanz","Jerne","Kanz sector","Exact title","https://starwars.fandom.com/wiki/Jerne"
"Jerrist","S4","Corporate Sector","Jerrist system","Corporate Sector","System or continuity variant","https://starwars.fandom.com/wiki/Jerrist_system"
"Jestan","M7","Corpheli","Jestan","Corpheli sector","Exact title","https://starwars.fandom.com/wiki/Jestan"
"Jeyell","Q8","Roche","Jeyell","Roche sector","Exact title","https://starwars.fandom.com/wiki/Jeyell"
"Jiroch","K17","Yushan","Jiroch system","Yushan sector","System or continuity variant","https://starwars.fandom.com/wiki/Jiroch_system"
"Jodaka","O9","Hapes Cluster","Jodaka","Hapes Cluster (Corsair Outback)","Exact title","https://starwars.fandom.com/wiki/Jodaka"
"Joiol","M8","Orus","Joiol","Orus sector","Exact title","https://starwars.fandom.com/wiki/Joiol"
"Jomark","R7","Jospro","Jomark","Jospro sector","Exact title","https://starwars.fandom.com/wiki/Jomark"
"Jovan","P6","Gordian Reach","Jovan system","Gordian Reach","System or continuity variant","https://starwars.fandom.com/wiki/Jovan_system"
"Jovaria","O9","Hapes Cluster","Jovaria system","Hapes Cluster","System or continuity variant","https://starwars.fandom.com/wiki/Jovaria_system"
"Jubilar","T7","Jubilar","Jubilar","Jubilar sector","Exact title","https://starwars.fandom.com/wiki/Jubilar"
"Junkfort Station","T8","Tharin","Junkfort Station","Tharin sector","Exact title","https://starwars.fandom.com/wiki/Junkfort_Station"
"Jurzan","M15","Jurzan","Jurzan","Jurzan sector","Exact title","https://starwars.fandom.com/wiki/Jurzan"
"Juvex","L18","Juvex","Juvex","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Juvex"
"K'ath","L18","Juvex","K'ath","Juvex sector","Exact title","https://starwars.fandom.com/wiki/K'ath"
"k'Farri","O9","Hapes Cluster","K'Farri","Hapes Cluster","Exact title","https://starwars.fandom.com/wiki/K'Farri"
"Kaal","K17","Yushan","Kaal/Legends","Yushan sector","Exact title","https://starwars.fandom.com/wiki/Kaal%2FLegends"
"Kabal","N18","Mayagil","Kabal/Legends","Mayagil sector","Exact title","https://starwars.fandom.com/wiki/Kabal%2FLegends"
"Kabray","P15","Corweillian","Kabray","Corweillian sector","Exact title","https://starwars.fandom.com/wiki/Kabray"
"Kail","R3","Corporate Sector","Kail","Corporate Sector","Exact title","https://starwars.fandom.com/wiki/Kail"
"Kal'Shebbol","M21","Kathol","Kal'Shebbol","Kathol sector","Exact title","https://starwars.fandom.com/wiki/Kal'Shebbol"
"Kalaan","J7","Churnis","Kalaan","Churnis sector","Exact title","https://starwars.fandom.com/wiki/Kalaan"
"Kalarba","P15","Hevvrol","Kalarba","Hevvrol sector","Exact title","https://starwars.fandom.com/wiki/Kalarba"
"Kalevala","O7","Mandalore","Kalevala","Mandalore sector","Exact title","https://starwars.fandom.com/wiki/Kalevala"
"Kalgo","L18","Senex","Kalgo system","Senex sector","System or continuity variant","https://starwars.fandom.com/wiki/Kalgo_system"
"Kaliida Shoals","O17","Ryndellian","Kaliida Shoals","Ryndellian sector","Exact title","https://starwars.fandom.com/wiki/Kaliida_Shoals"
"Kalinda","O16","Vilonis","Kalinda","Vilonis sector","Exact title","https://starwars.fandom.com/wiki/Kalinda"
"Kalishik","Q6","Gordian Reach","Kalishik","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Kalishik"
"Kalki Nebula","L5","Cassander","Kalki Nebula","Cassander sector","Exact title","https://starwars.fandom.com/wiki/Kalki_Nebula"
"Kalkovak","S8","Bortele","Kalkovak","Bortele sector","Exact title","https://starwars.fandom.com/wiki/Kalkovak"
"Kalla","S4","Corporate Sector","Kalla system","Corporate Sector","System or continuity variant","https://starwars.fandom.com/wiki/Kalla_system"
"Kalsunor","R5","Esstran sector","Kalsunor","Esstran sector","Search result","https://starwars.fandom.com/wiki/Kalsunor"
"Kamdon","U7","Calamari","Kamdon system","Calamari sector","System or continuity variant","https://starwars.fandom.com/wiki/Kamdon_system"
"Kamino","S15","Abrion sector","Kamino system","Abrion sector","Linked system","https://starwars.fandom.com/wiki/Kamino_system"
"Kamur","L18","Senex","Kamur","Senex sector","Exact title","https://starwars.fandom.com/wiki/Kamur"
"Kanaver","S5","Tion Hegemony","Kanaver","Tion Cluster","Exact title","https://starwars.fandom.com/wiki/Kanaver"
"Kaon","S6","Tion Hegemony","Kaon","Tion Hegemony","Exact title","https://starwars.fandom.com/wiki/Kaon"
"Karazak","P19","Sujimis","Karazak","Sujimis sector","Exact title","https://starwars.fandom.com/wiki/Karazak"
"Kardura","L17","Juvex","Kardura system","Senex-Juvex","System or continuity variant","https://starwars.fandom.com/wiki/Kardura_system"
"Karfeddion","L18","Senex","Karfeddion","Senex sector","Exact title","https://starwars.fandom.com/wiki/Karfeddion"
"Karideph","M20","Minos","Karideph","Minos Cluster","Exact title","https://starwars.fandom.com/wiki/Karideph"
"Karlinus","O16","Chommel","Karlinus","Chommell sector","Exact title","https://starwars.fandom.com/wiki/Karlinus"
"Karra","J19","Rayter","Karra","Rayter sector","Exact title","https://starwars.fandom.com/wiki/Karra"
"Karsten's World","Q6","Gordian Reach","Karsten's World","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Karsten's_World"
"Karvoss","M12","Arat Fraca Sector","Karvoss system","Parmorak sector","System or continuity variant","https://starwars.fandom.com/wiki/Karvoss_system"
"Kashyyyk","P9","Mytaranor","Kashyyyk","Mytaranor sector","Exact title","https://starwars.fandom.com/wiki/Kashyyyk"
"Kassido","L17","Juvex","Kassido","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Kassido"
"Katarr","O8","Vensori","Katarr","Vensori sector","Exact title","https://starwars.fandom.com/wiki/Katarr"
"Kath","M17","Dustig","Kath system","Dustig sector","System or continuity variant","https://starwars.fandom.com/wiki/Kath_system"
"Kayri","I15","Freestanding Subsectors","Kayri system/Legends","Freestanding subsectors","System or continuity variant","https://starwars.fandom.com/wiki/Kayri_system%2FLegends"
"Kedorzha","L18","Senex","Kedorzha","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Kedorzha"
"Keeara Major","K10","Alland Sector","Keeara Major system","Koros sector","Linked system","https://starwars.fandom.com/wiki/Keeara_Major_system"
"Kegan","T9","Calaron","Kegan","Calaron sector","Exact title","https://starwars.fandom.com/wiki/Kegan"
"Keitum","J6","Ariarch","Keitum","Ariarch sector","Exact title","https://starwars.fandom.com/wiki/Keitum"
"Kelada","M13","Kuluur","Kelada","Duluur sector","Exact title","https://starwars.fandom.com/wiki/Kelada"
"Kelrodo-Ai","L18","Steniplis","Kelrodo-Ai","Steniplis sector","Exact title","https://starwars.fandom.com/wiki/Kelrodo-Ai"
"Kemal Station","R16","Arkanis","Kemal Station","Arkanis sector","Exact title","https://starwars.fandom.com/wiki/Kemal_Station"
"Kerkoidia","N15","Kira","Kerkoidia","Kira sector","Exact title","https://starwars.fandom.com/wiki/Kerkoidia"
"Keskin","J18","Koradin","Keskin","Koradin sector","Exact title","https://starwars.fandom.com/wiki/Keskin"
"Kesmere","L4","Raioballo","Kesmere system","Raioballo sector","System or continuity variant","https://starwars.fandom.com/wiki/Kesmere_system"
"Kesmere Minor","L4","Raioballo","Kesmere Minor system","Raioballo sector","System or continuity variant","https://starwars.fandom.com/wiki/Kesmere_Minor_system"
"Kessel","T10","Kessel","Kessel","Kessel sector","Exact title","https://starwars.fandom.com/wiki/Kessel"
"Ket","O9","Hapes Cluster","Ket","Hapes Cluster","Exact title","https://starwars.fandom.com/wiki/Ket"
"Ketaris","L5","Oplovis","Ketaris","Oplovis sector","Exact title","https://starwars.fandom.com/wiki/Ketaris"
"Khar Delba","R5","Sith Worlds","Khar Delba","Esstran sector","Exact title","https://starwars.fandom.com/wiki/Khar_Delba"
"Khubeaie","R17","Arkanis","Khubeaie","Arkanis sector","Exact title","https://starwars.fandom.com/wiki/Khubeaie"
"Kidriff","M8","Lostar","Kidriff system","Lostar sector","System or continuity variant","https://starwars.fandom.com/wiki/Kidriff_system"
"Kiffu","L14","Kiffu","Kiffu","Kiffu sector","Exact title","https://starwars.fandom.com/wiki/Kiffu"
"Kile","S7","Jospro","Kile system","Jospro sector","System or continuity variant","https://starwars.fandom.com/wiki/Kile_system"
"Kimm Aurek","L18","Juvex","Kimm Aurek","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Kimm_Aurek"
"Kimm Besh","L18","Juvex","Kimm Besh","Juvex sector","Exact title","https://starwars.fandom.com/wiki/Kimm_Besh"
"Kimm Cresh","L18","Juvex","Kimm Cresh","Juvex sector","Exact title","https://starwars.fandom.com/wiki/Kimm_Cresh"
"Kinoss","E8","Chiss Ascendancy","Kinoss","Chiss Space","Exact title","https://starwars.fandom.com/wiki/Kinoss"
"Kinyen","L15","Bes Ber Bikade","Kinyen","Bes Ber Bikade sector","Exact title","https://starwars.fandom.com/wiki/Kinyen"
"Kir","S3","Corporate Sector","Kir","Corporate Sector","Exact title","https://starwars.fandom.com/wiki/Kir"
"Kira","N15","Kira sector","Kira system","Kira sector","Search result","https://starwars.fandom.com/wiki/Kira_system"
"Kirdo","N19","Tamarin","Kirdo system","Tamarin sector","System or continuity variant","https://starwars.fandom.com/wiki/Kirdo_system"
"Kiribi","L9","Imperial Center Oversector","Kiribi","Imperial Center Oversector","Exact title","https://starwars.fandom.com/wiki/Kiribi"
"Kiros","L8","Ehosiq","Kiros","Ehosiq sector","Exact title","https://starwars.fandom.com/wiki/Kiros"
"Kirtania","P4","Nembus","Kirtania","Nembus sector","Exact title","https://starwars.fandom.com/wiki/Kirtania"
"Kirtarkin","K18","Anoat","Kirtarkin","Javin sector","Exact title","https://starwars.fandom.com/wiki/Kirtarkin"
"Kitel Phard","J12","Atrisian Commonwealth","Kitel Phard system","Atrisian Commonwealth","System or continuity variant","https://starwars.fandom.com/wiki/Kitel_Phard_system"
"Kiva","O7","Venaarian","Kiva","Venaarian sector","Exact title","https://starwars.fandom.com/wiki/Kiva"
"Klasse Ephemora","F9","Colonial Station Chaf Sector","Klasse Ephemora system/Legends","Chiss Space","System or continuity variant","https://starwars.fandom.com/wiki/Klasse_Ephemora_system%2FLegends"
"Klatooine","S9","Hutt Space","Klatooine system","Si'Klaata Cluster","Linked system","https://starwars.fandom.com/wiki/Klatooine_system"
"Kli'aar","P5","Gordian Reach","Kli'aar","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Kli'aar"
"Knolstee","R3","Corporate Sector","Knolstee","Corporate Sector","Exact title","https://starwars.fandom.com/wiki/Knolstee"
"Knores","L17","Senex","Knores","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Knores"
"Koba","J16","Narrant","Koba","Narrant sector","Exact title","https://starwars.fandom.com/wiki/Koba"
"Kobaria","M12","Emmo sector","Kobaria system","Emmo sector","System or continuity variant","https://starwars.fandom.com/wiki/Kobaria_system"
"Koda Station","I18","Wazta","Koda Station","Wazta sector","Exact title","https://starwars.fandom.com/wiki/Koda_Station"
"Kodai","R6","Belderone","Kodai","Belderone sector","Exact title","https://starwars.fandom.com/wiki/Kodai"
"Koiogra","R16","Grohl","Koiogra","Grohl sector","Exact title","https://starwars.fandom.com/wiki/Koiogra"
"Kokash","J10","Kokash sector","Kokash system/Legends","Kokash sector","System or continuity variant","https://starwars.fandom.com/wiki/Kokash_system%2FLegends"
"Kol Huro","N4","Kanz","Kol Huro","Kanz sector","Exact title","https://starwars.fandom.com/wiki/Kol_Huro"
"Kolanda Station","S14","Yminis","Kolanda Station system","Yminis sector","System or continuity variant","https://starwars.fandom.com/wiki/Kolanda_Station_system"
"Komnor","S8","Suolriep","Komnor","Suolriep sector","Exact title","https://starwars.fandom.com/wiki/Komnor"
"Kor Anjiliac","S11","Hutt Space","Kor Anjiliac","Bootana Hutta","Exact title","https://starwars.fandom.com/wiki/Kor_Anjiliac"
"Kor Besadii","S10","Hutt Space","Kor Besadii","Bootana Hutta","Exact title","https://starwars.fandom.com/wiki/Kor_Besadii"
"Kor Desilijic","S11","Hutt Space","Kor Desilijic","Bootana Hutta","Exact title","https://starwars.fandom.com/wiki/Kor_Desilijic"
"Kor Gejalli","S11","Hutt Space","Kor Gejalli","Bootana Hutta","Exact title","https://starwars.fandom.com/wiki/Kor_Gejalli"
"Kor Hestilic","S10","Hutt Space","Kor Hestilic","Bootana Hutta","Exact title","https://starwars.fandom.com/wiki/Kor_Hestilic"
"Kor Hunamma","S11","Hutt Space","Kor Hunamma","Bootana Hutta","Exact title","https://starwars.fandom.com/wiki/Kor_Hunamma"
"Kor Jiramma","S11","Hutt Space","Kor Jiramma","Bootana Hutta","Exact title","https://starwars.fandom.com/wiki/Kor_Jiramma"
"Kor Nasirii","S10","Hutt Space","Kor Nasirii","Bootana Hutta","Exact title","https://starwars.fandom.com/wiki/Kor_Nasirii"
"Kor Nijiladii","S10","Hutt Space","Kor Nijiladii","Bootana Hutta","Exact title","https://starwars.fandom.com/wiki/Kor_Nijiladii"
"Kor Oktanivii","S11","Hutt Space","Kor Oktanivii","Bootana Hutta","Exact title","https://starwars.fandom.com/wiki/Kor_Oktanivii"
"Kor Trinivii","S11","Hutt Space","Kor Trinivii","Bootana Hutta","Exact title","https://starwars.fandom.com/wiki/Kor_Trinivii"
"Kor Usilic","S11","Hutt Space","Kor Usilic","Bootana Hutta","Exact title","https://starwars.fandom.com/wiki/Kor_Usilic"
"Kor Utoradii","S11","Hutt Space","Kor Utoradii","Bootana Hutta","Exact title","https://starwars.fandom.com/wiki/Kor_Utoradii"
"Kor Vosadii","S10","Hutt Space","Kor Vosadii","Bootana Hutta","Exact title","https://starwars.fandom.com/wiki/Kor_Vosadii"
"Korev VII","N9","Zaric","Korev VII","Zaric sector","Exact title","https://starwars.fandom.com/wiki/Korev_VII"
"Korphir","Q6","Gordian Reach","Korphir","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Korphir"
"Korriban","R5","Sith Worlds","Korriban/Legends","Esstran sector","Exact title","https://starwars.fandom.com/wiki/Korriban%2FLegends"
"Korriz","R4","Sith Worlds","Korriz","Esstran sector","Exact title","https://starwars.fandom.com/wiki/Korriz"
"Korvaii","L7","Kordu","Korvaii","Kordu sector","Exact title","https://starwars.fandom.com/wiki/Korvaii"
"Kothlis","R14","Bothan Space","Kothlis","Bothan Space","Exact title","https://starwars.fandom.com/wiki/Kothlis"
"Kowak","S16","Svetta","Kowak","Sevetta sector","Exact title","https://starwars.fandom.com/wiki/Kowak"
"Krann","O15","Brevost","Krann system","Brevost sector","System or continuity variant","https://starwars.fandom.com/wiki/Krann_system"
"Krant","R14","Bothan Space","Krant","Bothan Space","Exact title","https://starwars.fandom.com/wiki/Krant"
"Krayiss","R4","Esstran sector","Krayiss system","Esstran sector","Search result","https://starwars.fandom.com/wiki/Krayiss_system"
"Kril'Dor","I7","Outer Jalor","Kril'Dor","Outer Jalor sector","Exact title","https://starwars.fandom.com/wiki/Kril'Dor"
"Krinemonen","U6","Calamari","Krinemonen","Calamari sector","Exact title","https://starwars.fandom.com/wiki/Krinemonen"
"Kriselist","K16","Wornal","Kriselist/Legends","Wornal sector","Exact title","https://starwars.fandom.com/wiki/Kriselist%2FLegends"
"Kroctar","N7","Shataum","Kroctar","Shataum sector","Exact title","https://starwars.fandom.com/wiki/Kroctar"
"Kromus","P7","Esuain","Kromus","Esuain sector","Exact title","https://starwars.fandom.com/wiki/Kromus"
"Krylon","P5","Gordian Reach","Krylon","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Krylon"
"Ktil","N9","Ktilac Regions","Ktil/Legends","Ktilac Regions","Exact title","https://starwars.fandom.com/wiki/Ktil%2FLegends"
"Kuar","K10","Alland Sector","Kuar system","Koros sector","Linked system","https://starwars.fandom.com/wiki/Kuar_system"
